content,rating,tokenized_content,sentiment
"Lần này Tiki giao hàng lâu thế. Đặt cùng 1 sản phẩm nhưng 2 màu khác nhau, đặt sáng thứ 4 tuần trước. Màu kia thì đầu giờ sáng thứ 5 đã giao. Màu này thì đến trưa thứ 5 tuần sau mới giao (chậm 07 ngày). So với lịch hẹn giao là thứ 2 thì cũng chậm 03 ngày.",3,tiki giao hàng 1 sản_phẩm 2 4 tuần kia đầu 5 giao trưa 5 tuần sau giao chậm 07 lịch hẹn giao 2 chậm 03,Negative
"Mình kiếm loại bình này từ lâu rồi vì xài dầu trực tiếp từ bình hay bị đổ tem lem ra chổ̉ năp bình, vừa may mua ngay dịp sale nữa nên tiêt kiệm được 1 khoảng kha khá, sau khi mua xong mấy ngày thì ra chợ gặp sản phẩm tương tự nhưng mắc hơn gần trăm ngàn khakha",5,kiếm bình xài dầu trực_tiếp bình hay đổ tem lem chổ ̉ năp bình may mua dịp sale tiêt kiệm 1 kha_khá sau mua chợ sản_phẩm tương_tự mắc trăm ngàn khakha,Positive
"Thấy sản phẩm được  mọi người nhận xét tốt, mình đặt mua 2 bình và rất hài lòng với cách đóng gói và giao hàng nhanh chóng, chuyên nghiệp của Tiki!

Bình dầu xinh xắn, nhẹ nhàng. Lượng dầu rót ra vừa phải, giúp mình tiết chế được lượng dầu rất nhiều so với khi cầm nguyên cái chai dầu 1 lit!! Rất ưng ý!!",5,sản_phẩm nhận_xét tốt mua 2 bình hài_lòng đóng_gói giao hàng nhanh_chóng chuyên_nghiệp tiki bình dầu xinh_xắn nhẹ_nhàng lượng dầu rót giúp tiết chế lượng dầu cầm nguyên chai dầu 1 lit ưng_ý,Positive
"Mình mua lọ này lâu lắm rồi. Nay mua thêm 1 bình để đựng dầu oliu và dầu thực vật nè.
Vãn chưa tìm được lọ nào tốt hơn luôn á. Tiếc là sản phẩm có 2 màu thôi. 
Có nhiều màu là mua để đựng nước tương, nước mắm rồi.",5,mua lọ mua 1 bình đựng dầu oliu dầu thực_vật nè vãn lọ tốt tiếc sản_phẩm 2 mua đựng nước tương nước_mắm,Positive
"Ly xinh lắm, pha nước cam khá tiện. Đáng đồng tiền bát gạo nên mua nha mng. Mình đem lên cty ai cũng thích.",5,ly xinh pha nước cam tiện đáng đồng_tiền bát gạo mua nha mng đem cty thích,Positive
"Ép cam dùng ổn, chỉ là khi ép trái cây thì phải cắt nhỏ ra và dùng lực hơi nhiều.",5,ép cam dùng ổn ép trái_cây cắt nhỏ dùng lực,Positive
"Sp rất tiện lợi, đẹp! Giao hàng siêu nhanh",5,sản_phẩm tiện_lợi đẹp giao hàng siêu nhanh,Positive
"Sp đẹp. Ép cam, bưởi oke còn các trái cây cứng thì hơi khó",4,sản_phẩm đẹp ép cam bưởi oke trái_cây cứng,Positive
Hàng đẹp. Chưa dùng thử nên không biết ntn,5,hàng đẹp dùng thử không ntn,Positive
"Hàng nhìn thích, đẹp, chưa dùng thử, dùng xong sẽ quay lại đánh giá.",4,hàng thích đẹp dùng thử dùng đánh_giá,Positive
"rất thik, tiện và sạch sẽ, m chủ yếu mua để vắt cam",5,thích tiện sạch_sẽ chủ_yếu mua vắt cam,Positive
Hàng đẹp chờ tgian sử dụng biết chất lượng tốt ko,5,hàng đẹp chờ tgian sử_dụng chất_lượng tốt không,Positive
"quá nhỏ và yếu k dùng được, bỏ luôn",1,nhỏ yếu k dùng,Negative
"Hàng tốt, đẹp giá tốt nên mua.",5,hàng tốt_đẹp giá tốt mua,Positive
"khăn không quá mỏng, êm ái, nhưng hơi dễ bị xù lông",5,khăn not-negative êm_ái dễ xù lông,Positive
khăn đỗ lông khinh khủng. giặt 4-5 lần vẫn không hết,1,khăn đỗ lông khinh khủng giặt 4 5 không,Negative
khăn trung quốc,4,khăn trung_quốc,Positive
Khăn dày đẹp,5,khăn dày đẹp,Positive
"Ưu điểm: hộp bên ngoài đẹp, nhìn như cái tàu vũ trụ. Hâm cơm tốt, cơm nóng sốt ngon lành.
Nhược điểm: lúc nước sôi kêu to hơn mình tưởng. Hâm xong mở hộp ra rớt khá nhiều hơi nước bám ở thành hộp bên trong, ko biết các loại hộp hâm nóng khác có bị thế ko. Có 3 ngăn nma 1 ngăn là để nhồi vào cái ngăn to như kiểu khay hấp í, nếu để vào thì cũng chiếm 1 nửa ngăn to rồi nên mình chỉ dùng 2 ngăn.
Nói chung là nếu bỏ qua khoản kêu to với đọng hơi nước thì cũng okela, với so giá tiền này thì chắc thế là ổn rồi",5,ưu_điểm hộp đẹp tàu vũ_trụ hâm cơm tốt cơm nóng_sốt ngon_lành nhược_điểm nước sôi kêu to tưởng hâm hộp rớt hơi_nước bám thành hộp không hộp hâm_nóng không 3 ngăn nma 1 ngăn nhồi ngăn to kiểu khay hấp í chiếm 1 nửa ngăn to dùng 2 ngăn nói_chung bỏ_qua khoản kêu to đọng hơi_nước okela giá tiền thế_là ổn,Positive
"Xem đánh giá của các bạn đã thấy thích lắm rồi, mua về đập hộp cảm giác còn sướng hơn nhiều. Hộp cứng cáp, nhìn xịn, màu sang lắm mọi người ơi. Mỗi phần đều được bỏ trong bao ni lông tránh trầy xước, đầy đủ bộ phận như mô tả. Nhìn đã thấy muốn mang dùng luôn rồi nè. Giao hàng thì nhanh rồi vì mình có tikinow. Nói chung là cho 5 sao hoặc hơn luôn.",5,đánh_giá thích mua đập_hộp cảm_giác sướng hộp cứng_cáp xịn bao ni lông trầy_xước đầy_đủ bộ_phận mô_tả dùng nè giao hàng nhanh tikinow nói_chung 5,Positive
"Mình mua nồi này từ tháng 4/2019 tới nay 22/04/2020 đc 1 năm rồi nấu vẫn ngon lành lắm, tiện thì vô cùng. đi làm mà cứ mong tới trưa để lên đc ăn cơm canh nóng hổi thôi :). cá thịt các bạn muốn khó thì cứ ướp sẵn rồi nấu là có món hấp kiểu kho rất ngon. ( mình ướp buổi tối cho lên tủ đá, sáng lấy đi làm lên cho tủ dưới mát ở CTY, trưa 11'35 lên nấu,12h có ăn, rau thì để ngon các bạn cho vào sau đi , thường khoảng 11'50 mình lên cho rau vào)",5,mua nồi 4 2019 22 04 2020 1 nấu ngon_lành tiện vô_cùng đi mong trưa cơm canh nóng_hổi cá thịt ướp sẵn nấu món hấp kiểu kho ngon ướp tối tủ_đá đi tủ mát cty trưa 11 35 nấu 12h có_ăn rau ngon sau đi 11 50 rau,Positive
"Do tính chất công việc nên ngày nào cũng phải ăn cơm phần, được khoảng 2 tháng là mình chán cơm tiệm kinh khủng, nên mới có ý định mua hộp như này. Ít nhất, giờ thì mình khỏe hơn hẳn, trưa nắng nóng, khói bụi, ra đường là cực hình. Sau khi mua hộp hâm nóng về, mình để hộp ở văn phòng, còn khuôn inox thì mang về để đựng thức ăn rồi sáng hôm sau mang khuôn đã được hút chân không vào văn phòng.
- Về thời gian giao hàng: hàng giao rất nhanh nhé, ship tỉnh nhưng 2 ngày là nhận được hàng. Nhận được cũng 2 tuần rồi nhưng đợi sử dụng 1 tg ngắn mới nhận xét.
- Về mẫu mã, kiểu dáng khá đẹp và bắt mắt. Tuy nhiên, chỉ thích hợp để ở văn phòng vì hộp ngoài khá cồng kềnh và quai xách hơi yếu, chỉ để cho đẹp.
- Về chất lượng, cũng mới sử dụng khoảng 10l, nên trước mắt thấy khá ok, rất mau nóng thức ăn, chỉ khoảng 10p. Mình cắm điện khoảng 20-40p và tắt điện, để đó khoảng 2h sau mới ăn vẫn nóng.
-> Trừ 1 sao cho sản phẩm là do quai xách của hộp và sau khi nấu xong hộp bị ám mùi thức ăn và vẫn còn mùi nhựa của vỏ hộp (về phần này có lẽ do sp còn mới)
* Thường thì mình sơ chế thịt, cá trước ở nhà, còn rau củ thì vẫn còn tươi, sau khi cắm điện để khi nào ăn là rau củ chín nhừ (do không có thời gian xem chừng). Nên nếu bạn nào muốn ăn chín vừa phải thì phải canh thời gian nhé!",4,tính_chất công_việc cơm 2 chán cơm tiệm kinh_khủng ý_định mua hộp ít_nhất khỏe hẳn trưa nắng_nóng khói bụi đường cực_hình sau mua hộp hâm_nóng hộp văn_phòng khuôn inox đựng thức_ăn hôm sau khuôn hút chân_không văn_phòng thời_gian giao hàng hàng giao nhanh ship tỉnh 2 nhận hàng nhận 2 tuần đợi sử_dụng 1 tg ngắn nhận_xét mẫu_mã kiểu_dáng đẹp bắt_mắt tuy_nhiên thích_hợp văn_phòng hộp cồng_kềnh quai xách yếu đẹp chất_lượng sử_dụng 10l trước_mắt ok mau nóng thức_ăn 10p cắm điện 20 40p tắt điện 2h sau nóng trừ 1 sản_phẩm quai xách hộp sau nấu hộp ám mùi thức_ăn mùi nhựa vỏ hộp có_lẽ sản_phẩm sơ_chế thịt cá rau củ tươi sau cắm điện rau củ chín nhừ không thời_gian xem_chừng chín canh thời_gian,Positive
"1 Hộp hâm nóng vừa có thể hâm nấu thức ăn và cơm với giá như vậy là quá ổn,mình đem đi làm mà kb là đổ nước vào trong cái nồi nhựa ở dưới nên mình k đổ thế là đc mấy giây là nó lại tắt,mình lên mạng mới tìm hiểu đc là phải đổ nc vào trong nồi để hâm nóng bằng hơi nước nên giờ mới biết nói chung nồi này hâm nóng thức ăn đồ bằng hơi nước cb ạ,nồi này có thể thu hẹp lại thành 1 tầng 1 hộp cơm nhỏ xinh,buổi sáng mình bỏ cơm,trứng ốp la,3 miếng thịt bò,vài lát kim chi,vài lát dưa chuột,... quá đủ để có 1 bữa sáng ngon lành mình đặt trc khi shop sale giá lúc mình mua là 399k giờ nhìn lại có mã giảm giá 50k giờ lại thấy hơi tiếc quá :v mà shop cho mình hỏi đổ nước vào trong hộp nhựa này,nước nóng đó có ảnh hưởng đến hộp hâm nóng k?vì e thấy hộp này bằng nhựa sợ nó chảy ra á! shop rep e vs!e sợ quá chứ nồi chất lượng ok lắm có cả hút chân không thức ăn khi mở ra vẫn giữ nguyên mùi vị như lúc đầu,chứ hộp hâm nóng này rất đáng mua,các bạn sinh viên ở 1 mình hoặc 2-3 người rất là thích hợp vì nó tiện lợi đem đc khắp mọi nơi,ở nhà cũng nấu đồ hâm hấp ik chang mà lại nhỏ gọn,tiện lợi,lúc nào cũng có đồ nóng hổi để ăn,rửa đồ nhanh gọn k mất thời gian nhiều cho việc rửa! ❤",5,1 hộp hâm_nóng có_thể hâm nấu thức_ăn cơm giá_như ổn đem đi kb đổ nước nồi nhựa k đổ thế_là giây tắt mạng tìm_hiểu đổ nc nồi hâm_nóng hơi_nước nói_chung nồi hâm nóng thức_ăn đồ hơi_nước cb nồi có_thể thu_hẹp thành 1 tầng 1 hộp cơm nhỏ xinh cơm trứng ốp la 3 miếng thịt bò lát kim chi lát dưa_chuột 1 bữa ngon_lành trc cửa_hàng sale giá mua 399k mã giảm_giá 50k tiếc v cửa_hàng đổ nước hộp nhựa nước nóng ảnh_hưởng hộp hâm_nóng k e hộp nhựa sợ chảy cửa_hàng trả_lời e e_sợ nồi chất_lượng ok hút chân không thức_ăn nguyên mùi_vị đầu hộp hâm_nóng đáng mua sinh_viên 1 2 3 thích_hợp tiện_lợi đem khắp nấu đồ hâm_hấp ik chang mà_lại nhỏ gọn tiện_lợi lúc_nào đồ nóng_hổi rửa đồ nhanh gọn k thời_gian rửa,Positive
"Đóng gói cẩn thận. Mình mới dùng được 1 tuần thì thấy ổn với mình thì thời gian hâm nóng khoảng 20p. 
Nhược điểm: Do hâm nóng bằng hơi nên khi nước sôi sẽ có hơi nước đọng lại ở hộp, tiếng nước sôi rất lớn điều này thì mình thấy k thích lắm",5,đóng_gói cẩn_thận dùng 1 tuần ổn thời_gian hâm_nóng 20p nhược_điểm hâm_nóng nước sôi nước đọng hộp tiếng nước sôi lớn k thích,Positive
"Giao hàng nhanh, đóng hàng chắc chắn. Sản phẩm chính hãng có giấy bảo hành và sổ hướng dẫn sử dụng. Chất liệu nhựa cứng đàn hồi tốt, màu sắc sắc nét. Chất liệu inox cứng, bóng, đường nét mịn màng, sạch sẽ, được bo viền nên không bị cứa vào tay. Các phụ kiện khác có đầy đủ. 1 lúc có thể nấu 3 món. Cắm điện sử dụng ổn định. Dùng được 2 lần thấy sôi nhanh. Đổ nước nguội cắm 10ph là sôi. Đồ ăn nóng.",5,giao hàng nhanh đóng hàng chắc_chắn sản_phẩm hãng giấy bảo_hành sổ hướng_dẫn sử_dụng chất_liệu nhựa cứng đàn_hồi tốt màu_sắc sắc nét chất_liệu inox cứng bóng đường_nét mịn_màng sạch_sẽ bo viền không cứa phụ_kiện đầy_đủ 1 có_thể nấu 3 món cắm điện sử_dụng ổn_định dùng 2 sôi nhanh đổ nước nguội cắm 10ph sôi_đồ nóng,Positive
"1. SP không có dụng cụ hút chân không
2. Nắp hộp 1 núm không giống mô tả??? cải tiến mới hay gì k biết nhưng k có dụng cụ hút chân không nên k biết độ kín của nắp đến đâu
3. Làm sao để biết hộp ngoài làm bằng nhựa gì tiki ơi?? ngó đy ngó lại thấy mỗi cái túi nilon ghi nhựa số 4, k hiểu vỏ hộp làm bằng nhựa 4 hay cái túi lm bằng nhựa 4. SP mô tả được kiểm định bởi cơ sở có thẩm quyền, mình tin tưởng nên mua, nhưng thật sự hoang mang về chất liệu vỏ hộp",2,1 sản_phẩm không dụng_cụ hút chân_không 2 nắp hộp 1 núm không giống mô_tả cải_tiến hay k k dụng_cụ hút chân_không k độ kín nắp 3 làm_sao hộp nhựa tiki ngó đy ngó túi nilon ghi nhựa 4 k vỏ hộp nhựa 4 hay túi lm nhựa 4 sản_phẩm mô_tả kiểm_định cơ_sở thẩm_quyền tin_tưởng mua thật_sự hoang_mang chất_liệu vỏ hộp,Negative
"Tiki giao hàng hôm chiều thứ 6(07/08). mình đã tan ca làm và nhờ bạn mình nhận dùm. Thứ 2 mình nhận hàng và kiểm tra hàng thì thiếu dụng cụ hút chân không. nhờ Tiki kiểm tra lại với nhà cung cấp xem có thể bổ sung cho mình dụng cụ hút chân không ko ạ?? Mong Tiki hỗ trợ dùm ạ,vì ko có hút chân không nắp đậy của mình ko được kín và bị đổ thức ăn ra ngoài.
Còn chức năng hăm nóng sản phẩm và nấu cơm thì mình thấy rất ok!",4,tiki giao hàng hôm chiều 6 07 08 tan ca nhận dùm 2 nhận hàng kiểm_tra hàng thiếu_dụng_cụ hút chân_không tiki kiểm_tra cung_cấp có_thể bổ_sung dụng_cụ hút chân_không không mong tiki hỗ_trợ dùm không hút chân_không nắp đậy không kín đổ thức_ăn chức_năng hăm nóng sản_phẩm nấu cơm ok,Positive
đây là lần thứ 2 mua .lần trước cách đây 4 năm.khi đó với bây giờ nồi đã cải tiến rõ.cái dây cắm chắc chắn hơn.trước màu đen ổ cắm 2 lỗ lên hay tuột.cái nút cao su xả hơi mỏng nhanh rách.giờ đã thay bằng nút chính giữa chắc chắn.có cả sách đi kèm hướng dẫn.nói chung khá ưng ý so với trước.,5,2 mua 4 bây_giờ nồi cải_tiến dây cắm chắc_chắn đen ổ_cắm 2 lỗ hay tuột nút cao_su xả_hơi mỏng nhanh rách thay nút chắc_chắn sách đi kèm hướng_dẫn nói_chung ưng_ý,Positive
"lần này mình chọn nhà bán Tiki Trading do phí ship rẻ hơn nhiều (mình ở Đà Nẵng). Nhận hàng thì thấy:
- chiếu dày hơn hẳn lần trước mình mua của nhà bán khác, nằm êm ái hơn
- đường may đẹp hơn
- giao nhanh, 1 ngày có hàng
- đóng trong thùng lịch sự
* đặc biệt xíp pờ đẹp trai",5,tiki trading phí ship rẻ đà_nẵng nhận hàng chiếu dày hẳn mua nằm êm_ái đường may đẹp giao nhanh 1 hàng đóng thùng lịch_sự đặc_biệt xíp pờ đẹp_trai,Positive
